Geography,avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,TARGET_deathRate,City,State,Region,Division
"Kemper County, Mississippi",55.0,22,432.0,33015,9969.0,28.2,0.0,9,38.3,35.7,41.5,2.53,36.7,31.6,21.9,40.977034120734906,6.0,31.1,7.9,42.9,10.1,49.6,35.6,32.2,47.2,27.0,36.83282734,28.295456226500004,0.107726961,0.0,35.63437926,8.165019338,171.0,124,19,2,1
"Sherman County, Kansas",1113.5,14,453.5494221,43100,5983.0,16.2,0.0,3,38.4,39.4,36.8,2.14,54.2,25.6,10.1,40.977034120734906,10.5,33.3,9.8,64.3,4.0,65.3,48.45377358490566,39.5,36.7,19.8,92.76511397,1.437066402,0.0,3.766105055,43.57501795,7.904411765,161.6,234,11,0,7
"Mackinac County, Michigan",75.0,31,422.5,39359,10890.0,15.4,0.0,1,50.9,50.0,51.7,2.07,54.2,15.8,29.4,40.977034120734906,3.5,36.5,11.9,47.6,12.5,63.4,48.45377358490566,35.2,44.0,19.2,75.31691416,1.711336472,0.588554871,0.651937704,47.97465924,3.381147541,160.3,146,17,0,0
"Benton County, Indiana",44.0,19,414.4,46196,8681.0,12.8,0.0,4,40.4,37.5,42.3,2.52,51.4,17.6,46.6,40.977034120734906,2.7,45.2,12.0,60.4,5.3,62.4,48.6,42.5,35.9,20.5,97.82906764,0.845521024,0.148537477,0.262797075,50.01458151,7.146666667,173.4,15,9,0,0
"Lee County, Illinois",219.0,90,484.1,54472,34584.0,10.9,0.0,6,42.2,40.7,44.3,2.37,50.6,16.5,30.4,40.977034120734906,6.2,37.7,10.9,54.1,7.5,74.2,57.3,51.6,32.7,15.0,91.18679876,5.087503926,0.733719702,0.984954464,51.86801805,5.709342561,194.2,135,8,0,0
"Latah County, Idaho",134.0,50,395.9,43482,38778.0,19.9,0.0,3,28.5,27.6,29.9,2.33,45.5,2.9,15.2,40.977034120734906,11.8,19.8,26.849999999999998,58.6,7.6,80.5,67.5,52.6,21.5,9.0,93.00190407,0.654685829,2.253579906,0.550353426,46.33289125,4.020530368,148.9,131,7,3,3
"Baker County, Florida",131.0,56,475.3,47121,27420.0,19.6,0.0,4,36.6,35.5,38.0,2.995,47.9,17.9,51.7,40.977034120734906,7.6,43.8,7.5,48.2,8.9,64.3,52.1,46.1,32.6,19.4,83.46784596,14.51262207,0.597014925,0.814446287,56.27056673,5.915444937,206.1,7,5,2,6
"Penobscot County, Maine",929.0,354,507.3,42728,152692.0,18.0,201.76685685,3,41.3,39.9,42.8,2.36,48.0,10.2,21.9,40.977034120734906,9.5,34.9,15.6,56.1,7.8,63.3,48.45377358490566,42.4,39.4,20.7,95.20063609,0.825746072,1.099474051,0.158371188,48.02575315,4.133114215,187.5,195,14,1,4
"Wayne County, Missouri",106.0,49,520.2,30721,13405.0,26.4,0.0,9,46.7,46.0,47.2,2.43,51.7,24.8,40.2,40.977034120734906,0.0,36.6,7.7,43.2,9.5,52.1,33.0,25.9,49.6,24.3,97.07397178,0.5822199,0.082107935,0.089572292,50.2842472,6.199460916,240.5,268,20,0,7
"DeKalb County, Alabama",322.0,138,399.4,36241,71130.0,24.0,0.0,0,39.3,38.2,40.4,2.81,53.5,24.1,30.6,40.977034120734906,2.8,35.2,6.3,50.1,7.7,57.7,44.2,37.6,37.6,20.6,86.4172342,1.822198458,0.308155569,4.196506469,55.41918203,6.414172266,170.6,63,0,2,1
"Saunders County, Nebraska",111.0,47,428.6,61961,21016.0,8.2,201.76685685,8,41.4,40.6,42.4,2.56,60.4,10.8,29.0,40.977034120734906,16.6,33.0,16.1,65.4,3.5,80.2,62.5,50.7,28.5,11.5,97.25051403,0.655094917,0.272557739,0.535552049,59.45375543,6.021555764,176.2,229,22,0,7
"Union County, Indiana",43.0,17,479.0,47410,7182.0,13.8,0.0,4,42.1,38.8,44.2,2.44,55.0,23.2,39.1,29.9,7.7,42.6,12.2,57.9,7.7,67.7,55.0,50.0,31.6,17.8,96.34196465,0.164406083,0.602822304,0.013700507,53.25683429,3.571428571,192.3,261,9,0,0
"Parmer County, Texas",38.0,14,387.8,41813,9749.0,14.6,0.0,2,32.5,31.5,34.0,2.995,54.0,26.8,41.1,40.977034120734906,6.9,30.4,10.7,63.0,3.6,55.5,46.6,40.6,28.1,19.4,85.6357457,1.669332267,0.0,4.196506469,58.03349876,7.023108292,142.1,191,38,2,8
"McDowell County, West Virginia",137.0,70,457.1,24707,19835.0,32.099999999999994,0.0,9,44.1,41.5,46.5,2.39,46.0,32.3,51.6,40.977034120734906,3.1,43.9,3.2,27.0,13.3,39.7,24.3,23.4,56.699999999999996,35.2,89.35679262,9.157773291,0.0,0.572060379,44.26650367,3.860072376,234.8,157,43,2,6
"Gallatin County, Kentucky",44.0,20,516.0,45483,8636.0,16.7,0.0,4,37.8,38.3,36.6,2.73,53.0,12.7,58.050000000000004,40.977034120734906,3.9,44.2,7.1,58.0,6.0,59.7,48.45377358490566,48.1,33.6,23.1,94.12863313,1.120578966,0.606980273,2.43959379,48.75686148,9.86273513,234.4,92,12,2,1
"Lee County, Arkansas",50.0,29,382.4,28006,9650.0,32.099999999999994,0.0,9,40.6,37.9,44.7,2.34,34.4,13.9,44.4,40.977034120734906,0.0,39.5,5.5,35.2,16.549999999999997,39.9,29.0,24.0,53.7,34.7,42.7252659,28.295456226500004,0.040136464,0.491671684,38.91816921,10.2772450535,217.6,135,1,2,8
"Coryell County, Texas",239.0,91,446.1,47018,75503.0,14.8,0.0,4,30.6,29.1,32.3,2.86,50.4,11.5,45.6,40.977034120734906,2.6,30.3,10.5,39.0,9.5,77.7,52.0,27.4,26.9,10.6,71.52033417,15.15211223,2.004518705,2.614018495,57.96875716,6.044769217,184.5,56,38,2,8
"Medina County, Texas",178.0,82,343.3,53440,48417.0,14.3,0.0,6,38.5,36.5,40.3,2.98,54.3,25.4,33.3,39.5,1.9,31.9,13.2,52.4,6.6,65.2,48.9,42.3,33.6,16.7,90.23885888,2.276755571,0.282748143,4.196506469,58.77796327,9.143368819,155.6,161,38,2,8
"Nash County, North Carolina",511.0,215,452.5,43348,93919.0,18.2,21.29494564,3,41.0,39.2,42.5,2.52,45.3,22.0,29.9,40.977034120734906,7.6,33.9,13.6,53.8,11.9,59.8,45.4,39.4,37.6,21.3,54.39918921,28.295456226500004,0.838242436,3.375139883,44.16932255,6.201122458,189.0,176,28,2,6
"Cooke County, Texas",203.0,84,428.1,57378,39229.0,15.3,0.0,7,39.6,39.0,40.4,2.61,54.9,19.8,37.1,38.3,4.8,32.1,14.7,58.8,7.0,65.2,49.8,43.7,32.1,16.8,92.24736204,2.425118031,0.73785506,0.918448956,55.58980682,7.427277062,169.2,55,38,2,8
"Perry County, Illinois",136.0,49,498.3,42032,21543.0,16.7,0.0,2,40.8,39.5,42.9,2.46,45.6,22.3,27.8,40.977034120734906,4.5,38.3,9.4,46.3,8.0,68.1,48.45377358490566,46.7,38.5,19.6,88.03759743,8.725355342,0.435580009,0.444750115,48.02492212,3.072371416,174.6,196,8,0,0
"Golden Valley County, Montana",7.0,3,524.5,37316,827.0,20.1,0.0,0,52.349999999999994,50.699999999999996,50.9,2.29,58.8,2.3,53.5,40.977034120734906,2.3,42.8,16.0,56.3,3.5,60.6,43.1,30.4,38.4,16.0,96.82539683,0.0,0.0,0.0,57.5,1.481481481,231.0,98,21,3,3
"Allegany County, New York",282.0,105,490.7,42655,47462.0,18.3,0.0,2,38.3,36.8,39.7,2.36,47.6,7.2,21.4,40.977034120734906,5.7,38.7,9.8,51.8,9.2,67.8,50.6,45.7,38.7,20.2,95.65633451,1.408362804,1.196172249,0.4784689,49.29176921,4.844731809,177.2,3,27,1,2
"St. Clair County, Illinois",1113.5,354,488.4,50155,169831.5,19.1,98.46545377,5,37.7,36.1,39.1,2.57,45.4,15.3,30.0,40.977034120734906,5.9,28.1,16.0,55.6,8.9,65.5,50.1,41.2,36.0,22.2,65.18730175,28.295456226500004,1.31371499,0.754225197,44.55885085,4.939849972,191.2,239,8,0,0
"Kane County, Illinois",1113.5,354,446.2,72131,169831.5,10.7,50.86211281,8,35.9,35.0,36.8,2.995,54.3,18.4,31.2,40.977034120734906,8.3,23.5,20.4,64.3,7.6,68.4,58.7,53.5,28.2,18.3,72.70493021,5.545204101,2.628021743,4.196506469,58.70105926,5.683202717,156.6,123,8,0,0
"Houghton County, Michigan",153.0,67,373.8,39126,36380.0,18.7,0.0,1,32.8,28.8,38.0,2.51,44.3,5.8,21.6,40.977034120734906,10.3,33.8,19.2,51.4,7.2,71.6,48.45377358490566,46.1,33.2,16.7,93.61702128,0.741953082,2.628021743,0.234588107,46.68361787,5.373953975,155.4,115,17,0,0
"McKenzie County, North Dakota",19.0,9,254.7,74146,12826.0,8.6,0.0,8,32.2,32.4,32.1,2.93,51.1,17.6,31.0,40.977034120734906,8.9,28.4,17.6,54.15264248704664,3.0,70.1,59.7,48.4,19.3,9.2,78.31513261,0.800832033,0.364014561,0.405616225,53.57809583,8.189655172,124.6,158,29,0,7
"Douglas County, Kansas",1113.5,138,453.5494221,49246,118053.0,19.4,201.76685685,5,28.8,28.0,29.7,2.43,39.5,2.8,13.1,40.977034120734906,13.9,20.0,26.3,54.15264248704664,6.0,79.3,66.9,55.3,19.6,8.7,84.29288405,3.999408526,2.628021743,0.607130742,41.84408516,4.146877226,153.7,74,11,0,7
"Presque Isle County, Michigan",99.0,44,414.7,39420,12841.0,16.1,0.0,1,52.349999999999994,50.699999999999996,53.5,2.13,59.6,16.2,27.6,40.977034120734906,11.3,40.6,10.6,40.1,13.1,70.0,41.9,37.2,45.7,16.4,97.26931042,0.46022858,0.337500959,0.107386669,54.9758293,3.178368121,171.8,206,17,0,0
"King County, Washington",1113.5,354,464.2,74146,169831.5,11.3,201.76685685,8,37.2,36.4,38.0,2.45,49.5,12.2,23.1,40.977034120734906,16.6,16.5,26.849999999999998,64.9,6.3,75.8,64.7,56.7,23.9,12.7,68.06838157,6.198490925,2.628021743,2.803169097,46.8503058,5.202119227,152.7,125,42,3,5
"Dewey County, Oklahoma",31.0,14,451.5,50348,4995.0,12.4,0.0,5,41.5,38.3,43.4,2.57,59.1,35.8,31.3,40.977034120734906,2.0,42.3,17.6,54.9,2.7,63.8,48.45377358490566,39.9,32.8,19.1,88.73123586,0.185070944,0.863664405,0.123380629,59.69746083,2.164502165,202.1,67,31,2,8
"Livingston County, Illinois",249.0,90,519.0,53918,36671.0,11.9,0.0,6,41.3,40.2,42.7,2.32,49.9,24.5,42.9,40.977034120734906,3.7,40.5,9.4,52.0,6.3,71.8,48.45377358490566,44.5,37.6,18.9,92.48321792,5.420679774,0.286555759,0.854360689,50.54618363,7.034382214,176.6,140,8,0,0
"Sunflower County, Mississippi",126.0,63,463.6,29227,27005.0,32.099999999999994,0.0,9,34.1,32.8,35.7,2.81,29.3,23.3,29.5,40.977034120734906,4.4,28.3,9.5,38.2,16.549999999999997,42.3,32.6,28.1,45.9,32.2,25.78553259,28.295456226500004,0.383361399,0.24721436,33.19228961,6.248990796,230.1,251,19,2,1
"Winston County, Alabama",148.0,67,454.6,35528,23877.0,20.1,0.0,0,43.9,43.3,44.7,2.53,52.7,19.9,33.5,40.977034120734906,2.8,33.7,6.8,45.3,9.6,58.8,42.0,35.3,43.9,22.8,96.17488603,0.505594695,0.178201409,0.111893908,52.95556028,5.871779509,203.4,272,0,2,1
"Lauderdale County, Tennessee",141.0,63,484.4,33595,26936.0,24.8,0.0,9,37.1,35.2,39.3,2.5,41.0,24.2,54.3,40.977034120734906,3.6,44.5,5.8,41.8,13.4,50.8,38.0,33.6,45.2,29.6,61.85875232,28.295456226500004,0.477631531,1.122981004,41.51020408,5.484147386,218.3,132,37,2,1
"Ellis County, Kansas",1113.5,48,453.5494221,49508,29029.0,13.0,201.76685685,5,32.2,31.0,33.8,2.35,45.1,2.9,17.7,40.977034120734906,9.8,27.7,21.9,68.6,4.5,80.0,64.5,52.9,24.3,9.5,94.29172559,1.145103991,1.386541579,1.014037871,43.27677893,3.977583379,146.4,80,11,0,7
"Etowah County, Alabama",615.0,264,472.9,39904,103057.0,19.0,0.0,1,40.8,39.3,42.2,2.56,50.1,19.8,32.2,40.977034120734906,4.7,31.9,10.1,49.4,9.0,62.8,48.45377358490566,39.7,38.7,19.9,81.25204788,15.4434015,0.654356918,0.697723725,50.28948094,4.287972051,201.0,83,0,2,1
"Lewis County, Tennessee",82.0,34,538.7,36255,11854.0,20.3,0.0,0,43.5,41.0,46.2,2.49,57.3,10.0,58.050000000000004,26.4,0.0,43.2,8.4,50.8,7.7,57.8,43.2,34.3,40.9,23.6,94.26490288,1.59912927,1.942397857,1.013060951,54.15959253,4.558176729,217.1,137,37,2,1
"San Augustine County, Texas",53.0,28,369.6,32826,8473.0,23.9,0.0,9,47.8,46.8,48.5,2.93,44.3,17.2,58.050000000000004,40.977034120734906,0.0,42.9,7.1,31.2,16.3,43.9,23.2,15.0,47.4,25.6,74.58309373,22.23116734,0.034502588,0.667050029,48.0222068,5.389980977,182.2,222,38,2,8
"Lane County, Oregon",1113.5,354,418.7,44976,169831.5,18.4,201.76685685,3,39.3,37.6,41.0,2.39,45.5,8.9,24.2,40.977034120734906,7.5,25.0,17.2,54.15264248704664,9.9,65.4,49.2,41.9,37.0,19.8,88.36862152,1.084691648,2.511062567,2.227356747,44.09409512,4.213583027,169.1,130,32,3,5
"St. Tammany Parish, Louisiana",1113.5,354,494.5,63441,169831.5,11.2,115.9591824,8,39.8,38.7,41.0,2.7,54.3,23.9,30.4,40.977034120734906,7.3,27.0,20.3,58.5,7.6,67.8,48.45377358490566,45.6,30.6,18.1,83.73394798,11.74761278,1.553753704,0.73674679,55.78754661,5.430602081,177.7,241,13,2,8
"Harrison County, Iowa",95.0,38,477.6,52824,14265.0,11.0,0.0,6,43.8,42.6,45.0,2.37,55.9,20.3,28.7,40.977034120734906,7.5,38.1,13.3,63.2,3.6,72.1,56.0,46.0,34.2,17.6,97.63599917,0.055298265,0.269579042,0.235017626,52.80428595,4.095334005,178.1,108,10,0,7
"Rowan County, North Carolina",822.0,315,508.1,44973,139142.0,18.0,64.6821233,3,40.3,38.8,41.5,2.6,49.1,17.6,30.0,40.977034120734906,4.9,32.8,12.3,51.2,11.5,59.1,44.6,38.8,38.8,23.1,78.11738857,16.14110913,0.908493,2.792694473,49.51174146,4.889016456,189.8,220,28,2,6
"Harrison County, Indiana",200.0,84,438.5,56787,39578.0,10.0,101.0662489,7,41.7,40.7,42.8,2.67,52.3,17.3,49.0,40.977034120734906,7.8,41.9,10.4,58.2,7.9,73.1,58.0,53.5,30.3,13.6,97.46622483,0.828447617,0.36961509,0.198827428,55.09449466,3.198968831,183.5,108,9,0,0
"Lavaca County, Texas",121.0,47,414.2,47041,19836.0,13.8,0.0,4,44.9,43.7,45.6,2.48,60.0,21.8,33.3,40.977034120734906,3.5,41.6,11.9,57.6,4.0,66.4,50.6,42.0,32.4,16.0,78.05002813,6.972223643,0.383651338,4.196506469,57.84962992,5.642384106,148.2,134,38,2,8
"McKinley County, New Mexico",205.0,82,332.9,29497,76708.0,32.099999999999994,0.0,9,30.8,29.0,32.3,2.995,33.5,25.1,35.8,40.977034120734906,2.9,33.1,6.7,42.4,15.5,25.0,19.6,16.8,47.9,35.2,16.93289008,0.814886889,0.968945107,3.735236087,39.14033281,7.322096363,137.7,159,26,3,3
"Chesapeake city, Virginia",995.0,354,458.3,66625,169831.5,9.8,46.72321592,8,36.5,35.0,38.2,2.75,52.5,12.2,36.1,40.977034120734906,9.7,26.5,18.8,58.6,7.5,77.9,61.8,47.6,24.9,12.4,62.28203694,28.295456226500004,2.628021743,1.329135607,54.73147035,5.746827092,182.2,43,41,2,6
"Brunswick County, North Carolina",702.0,291,419.2,47387,122765.0,15.7,57.01950882,4,50.0,48.7,51.0,2.34,57.4,16.8,43.4,40.977034120734906,6.6,27.3,16.8,46.2,11.4,62.7,39.4,32.0,44.1,20.2,83.43598502,10.80344358,0.63920087,2.236771734,55.00782632,6.292374849,169.2,27,28,2,6
"Real County, Texas",20.0,10,325.4,37294,3307.0,18.7,0.0,0,52.349999999999994,50.699999999999996,54.449999999999996,2.65,55.0,36.85,14.2,40.977034120734906,0.0,28.6,16.0,34.9,12.0,46.3,48.45377358490566,21.7,49.0,22.9,98.1227652,0.178784267,0.0,0.41716329,56.37254902,10.2772450535,166.8,214,38,2,8
"Vance County, North Carolina",257.0,106,490.4,33609,44568.0,27.0,112.188117,9,40.0,37.6,41.4,2.65,37.7,27.2,40.1,31.9,0.9,37.6,8.2,49.6,12.2,50.1,31.6,25.8,47.3,28.7,43.62800866,28.295456226500004,0.455062571,4.079948248,36.87986015,6.678752027,198.5,263,28,2,6
"Cherokee County, South Carolina",312.0,120,494.2,38947,56194.0,22.3,88.9774709,1,38.8,38.3,39.3,2.68,47.2,22.7,28.7,40.977034120734906,7.5,36.9,10.3,47.8,10.6,56.4,42.4,36.9,40.5,24.5,75.64577627,20.13855325,0.554929023,1.607504072,46.51854017,6.428359096,187.8,42,35,2,6
"Elliott County, Kentucky",32.0,16,343.2,30556,7648.0,32.099999999999994,0.0,9,41.7,40.7,44.7,2.44,46.8,21.8,34.8,40.977034120734906,4.8,42.0,4.4,32.4,6.2,48.5,35.4,33.2,51.0,34.7,97.08737864,2.446601942,0.051779935,0.258899676,49.16363636,7.352941176,163.8,79,12,2,1
"Warren County, Missouri",172.0,68,453.4,52959,33513.0,12.8,0.0,6,40.2,40.3,40.1,2.74,56.2,19.5,44.8,32.1,3.6,37.0,10.6,57.1,8.9,69.4,48.45377358490566,48.2,31.7,15.4,94.24386406,2.233453379,0.466059377,0.935145114,58.81516191,5.58081852,177.6,265,20,0,7
"Cloud County, Kansas",1113.5,27,453.5494221,42697,9219.0,14.0,0.0,2,42.3,40.1,45.5,2.24,49.1,14.8,25.3,40.977034120734906,2.7,34.2,10.6,58.9,6.8,71.6,50.9,41.7,34.4,14.7,94.96734126,0.428311382,0.813791627,1.766784452,45.56004036,7.08200213,178.6,47,11,0,7
"Lamar County, Alabama",100.0,43,491.6,34553,13886.0,20.6,0.0,0,43.7,42.7,44.3,2.27,61.6,26.7,32.0,38.8,2.5,37.1,6.8,47.0,10.2,59.0,39.9,34.6,45.3,23.1,87.38413642,11.07337437,0.021226916,0.629731833,55.5392636,7.489134069,202.2,129,0,2,1
"McCracken County, Kentucky",409.0,150,484.1,41216,65018.0,17.5,201.76685685,2,42.5,41.2,43.7,2.33,49.0,17.2,35.6,40.977034120734906,4.6,31.3,13.6,55.2,6.1,65.2,50.3,43.8,37.9,21.1,85.29690558,10.76168053,0.902030333,0.409735812,45.15519372,5.282054823,168.9,156,12,2,1
"Hardin County, Iowa",122.0,49,487.9,53277,17367.0,11.7,115.1609374,6,44.7,42.1,46.9,2.37,55.2,12.0,32.9,40.977034120734906,12.5,34.9,13.1,58.8,4.9,78.1,60.7,52.7,31.3,12.4,95.77991146,1.023400218,0.960156385,0.983154142,54.84009752,4.732327714,169.8,107,10,0,7
"Owen County, Kentucky",67.0,21,514.8,43626,10730.0,17.4,0.0,3,41.7,41.6,41.8,2.59,54.5,17.0,57.1,40.977034120734906,7.5,47.0,8.3,51.6,8.6,66.0,51.2,47.0,38.6,21.4,96.12547848,1.587153394,0.093361964,1.577817197,53.21367936,5.220713073,159.8,188,12,2,1
"Norton County, Kansas",1113.5,10,453.5494221,44846,5550.0,13.5,0.0,3,44.0,42.1,48.5,2.24,49.6,25.1,18.9,40.977034120734906,14.7,34.6,15.2,57.0,1.7,72.8,57.9,45.9,32.9,17.3,92.20035778,2.450805009,0.357781753,1.216457961,53.79896177,9.776833156,109.9,182,11,0,7
"Pike County, Kentucky",400.0,182,518.3,32666,61792.0,27.4,80.91662351,9,41.1,40.1,42.3,2.38,54.6,19.5,35.8,40.977034120734906,6.3,36.4,6.6,40.6,10.7,53.1,38.2,35.4,49.4,30.6,97.62745531,0.889113094,0.561213229,0.323170539,51.64216812,5.073851204,238.4,200,12,2,1
"Cayuga County, New York",465.0,163,470.8,52792,78288.0,12.7,102.1867975,6,42.5,41.2,44.0,0.0243,46.8,19.4,27.7,40.977034120734906,7.3,34.1,12.5,56.9,7.3,71.0,53.2,48.7,36.2,17.9,92.2839857,4.355020019,0.428176272,0.588584492,45.81880408,5.470136014,158.6,39,27,1,2
"Watonwan County, Minnesota",1113.5,28,453.5494221,48658,10952.0,10.4,0.0,5,39.6,38.1,41.2,2.45,55.4,24.0,40.1,40.977034120734906,4.8,40.0,12.5,66.1,2.9,69.4,51.3,41.7,34.5,16.0,94.13786864,0.597068934,1.148905374,2.668717206,50.04494382,3.17533364,159.7,267,18,0,7
"Hidalgo County, New Mexico",22.0,11,357.0,34304,4423.0,24.5,201.76685685,0,41.8,40.6,42.4,2.47,46.1,23.7,48.5,27.2,0.7,31.0,9.3,50.0,12.2,42.7,27.4,23.4,51.9,35.0,91.21257807,0.258453586,0.0,4.196506469,44.58424508,5.485232068,166.3,112,26,3,3
"Jefferson County, Washington",273.0,91,480.9,50964,30466.0,14.1,201.76685685,5,52.349999999999994,50.699999999999996,54.449999999999996,2.18,53.7,25.2,27.1,40.977034120734906,8.1,23.2,21.5,43.6,9.5,66.0,40.1,29.5,49.0,20.7,90.39324535,0.860951368,1.625502776,0.478675664,50.49173,5.305574211,154.9,120,42,3,5
"Stanley County, South Dakota",21.0,6,542.1,67172,2954.0,8.8,0.0,8,40.1,38.1,42.9,2.34,60.1,9.0,58.050000000000004,27.5,0.0,34.7,15.5,72.4,1.4,74.6,59.4,47.7,29.3,14.2,89.33153275,0.0,0.0,0.0,53.62776025,10.2772450535,159.7,242,36,0,7
"Crawford County, Wisconsin",109.0,43,466.4,43562,16391.0,14.7,122.0181807,3,45.9,44.2,47.1,2.38,52.3,8.9,48.5,40.977034120734906,4.9,42.7,10.1,55.6,6.5,67.4,49.0,43.9,41.0,20.3,96.23248195,1.789722745,0.370078262,0.145604562,51.27585686,5.300353357,176.4,58,44,0,0
"Henderson County, Illinois",47.0,21,410.3,50999,6995.0,11.7,0.0,5,49.1,49.2,49.0,2.26,57.3,16.5,34.0,40.977034120734906,2.7,44.0,11.2,56.8,7.0,76.1,54.5,47.7,37.0,14.0,97.62851463,0.085203067,0.624822494,0.170406135,52.84421461,3.706395349,178.2,110,8,0,0
"Pointe Coupee Parish, Louisiana",146.0,54,507.4,44469,22251.0,18.3,44.94180037,3,42.6,42.0,43.4,0.0256,45.3,34.2,22.9,40.977034120734906,1.9,41.7,9.7,51.4,8.3,59.2,45.2,40.1,37.7,21.7,62.05440484,28.295456226500004,0.320028447,0.68006045,45.65665826,4.275724276,188.2,201,13,2,8
"Petersburg city, Virginia",249.0,88,573.5,32749,32477.0,25.8,0.0,9,39.5,37.3,41.1,2.44,29.5,14.3,43.7,40.977034120734906,12.0,34.0,9.2,49.3,13.0,53.1,48.45377358490566,32.3,43.3,26.3,18.14898982,28.295456226500004,1.319926532,1.273231018,27.0092947,4.372408594,224.4,197,41,2,6
"Edmunds County, South Dakota",29.0,11,459.6,57148,3999.0,10.5,0.0,7,46.1,46.6,46.0,2.3,58.8,25.4,36.4,35.3,2.8,33.9,15.6,64.5,1.8,81.2,65.3,50.8,26.6,10.9,97.21254355,0.12444002,0.398208064,0.522648084,59.58385876,4.337050805,162.6,78,36,0,7
"Archuleta County, Colorado",68.0,17,389.4,44508,12352.0,14.7,0.0,3,49.6,48.0,51.6,2.25,60.6,20.1,44.8,40.977034120734906,2.2,26.0,23.5,54.15264248704664,8.2,51.8,35.1,24.3,42.8,23.6,87.36651881,0.903564975,0.747494661,4.196506469,56.39295088,4.115421003,105.2,5,3,3,3
"Evangeline Parish, Louisiana",169.0,77,459.2,32615,33743.0,24.1,0.0,9,35.8,34.6,37.5,2.65,43.7,33.7,36.0,28.0,2.3,34.6,9.3,42.4,10.4,49.0,35.5,30.9,47.8,31.2,68.48199479,27.86069652,0.068111822,1.652452026,45.14806759,8.601712189,211.4,84,13,2,8
"Dixon County, Nebraska",36.0,15,447.2,52601,5797.0,10.7,0.0,6,41.9,41.1,42.5,2.51,58.1,14.3,36.8,40.977034120734906,2.7,38.6,12.6,64.2,4.5,72.8,54.8,46.7,30.3,13.7,95.56767815,0.39209001,0.051142175,2.523013979,55.57483731,7.055749129,168.3,70,22,0,7
"Bay County, Michigan",616.0,262,448.2,46061,105659.0,16.8,132.5017273,4,42.6,40.2,44.5,2.42,49.6,12.9,34.3,40.977034120734906,7.1,35.6,12.5,53.0,9.7,69.8,50.3,46.0,39.7,18.7,94.49380494,1.353352453,0.588577105,0.587639881,48.20153793,5.244463933,182.3,9,17,0,0
"Coweta County, Georgia",555.0,199,453.6,60809,138427.0,12.5,201.76685685,7,37.6,36.9,38.4,2.73,57.8,15.2,37.6,39.5,7.8,31.6,18.0,60.7,7.0,73.5,60.8,54.6,25.4,13.1,77.26584518,17.8929064,1.70369371,0.943664928,58.15650819,6.63071161,169.3,57,6,2,6
"Scott County, Mississippi",158.0,62,535.9,32049,28265.0,26.9,0.0,9,36.0,34.5,37.2,2.85,42.7,22.9,32.8,39.5,4.8,34.4,7.7,50.4,13.1,48.5,37.7,32.5,40.5,24.9,59.80277807,28.295456226500004,0.862404128,0.943696321,41.294393,5.869989491,211.0,231,19,2,1
"Ocean County, New Jersey",1113.5,354,524.9,62937,169831.5,11.9,62.84810632,8,42.8,40.4,45.1,2.59,53.6,13.0,29.3,40.977034120734906,12.4,36.1,18.0,53.6,8.8,70.9,51.5,46.3,38.5,19.0,91.84420259,3.09760905,1.872996829,1.492844288,53.40548509,6.13243835,174.2,184,25,1,2
"Mifflin County, Pennsylvania",304.0,113,485.2,40957,46500.0,16.3,201.76685685,2,43.5,42.2,44.5,2.46,53.0,24.8,44.5,40.977034120734906,5.7,50.2,8.2,53.2,6.4,63.3,44.3,39.5,39.6,18.9,97.32833423,0.719871452,0.482056776,0.203535083,51.21833921,5.671766053,168.3,167,33,1,2
"Taylor County, Florida",120.0,57,425.5,36374,22493.0,23.4,0.0,0,41.2,39.2,44.5,2.44,43.5,33.1,32.9,31.7,2.2,39.2,5.4,37.8,9.0,60.6,42.2,36.9,41.6,20.6,75.03195944,21.50319594,0.312982147,0.806700463,48.84944116,8.854568855,198.5,256,5,2,6
"Ottawa County, Ohio",276.0,114,457.1,50345,40877.0,10.1,0.0,5,47.3,46.2,48.6,2.33,57.1,13.8,47.6,40.977034120734906,7.8,38.6,13.7,57.3,5.5,75.6,55.9,50.3,35.3,15.4,95.64161119,0.966911229,0.354696079,1.518390749,55.11711088,4.504504505,185.3,186,30,0,0
"Stephens County, Texas",60.0,28,457.8,44110,9440.0,20.8,0.0,3,39.3,38.1,42.9,2.55,55.7,36.8,34.9,28.3,0.0,35.0,14.2,50.2,3.9,54.6,48.45377358490566,30.6,35.8,18.9,89.47312738,2.623783326,0.317393144,4.196506469,55.78764143,5.472636816,211.3,245,38,2,8
"Columbia County, Washington",30.0,14,476.2,45465,3944.0,15.5,0.0,4,49.5,47.7,50.9,2.31,52.4,6.6,31.4,40.977034120734906,1.8,27.5,16.3,46.2,10.4,60.7,38.5,27.8,50.6,26.2,91.75231888,0.350965154,0.551516671,3.359237904,51.06761566,5.205479452,194.4,53,42,3,5
